State,k,lambda,Objective Value,Existing clients,New clients,Existing sum distance,New sum distance,Reassigned Clients,Reassigned Distance,Total Distance,Existing Average,Run Time
Arkansas,20,0,4845.228186034906,1031.0000000000005,242.10889414043106,4845.228186034906,4389.241719390506,715.6074843835354,3265.897701792732,9234.469905425412,4.699542372487782,0.7314633168280125
Arkansas,21,0,4745.045910558098,1031.0000000000005,242.10889414043098,4745.045910558098,4865.389140471858,719.2719832185903,3179.7744215914345,9610.435051029956,4.602372367175651,0.58141003921628
Arkansas,22,0,4650.646096667493,1031.0000000000005,251.47487420477515,4650.646096667493,4997.610148346702,720.7836003650602,3114.483799486419,9648.256245014196,4.510810957000476,0.5694515742361546
Arkansas,23,0,4557.579370256555,1031.0000000000005,251.47487420477526,4557.579370256555,4986.945567756919,727.6188192346897,3114.483799486419,9544.524938013474,4.420542551170275,0.5592448711395264
Arkansas,24,0,4475.471482340776,1031.0000000000005,251.47487420477518,4475.471482340776,5080.767568253352,756.0747433075938,3152.840587633553,9556.239050594128,4.340903474627327,0.5657355524599552
Arkansas,25,0,4394.3649022815825,1031.0000000000005,251.4748742047752,4394.3649022815825,5066.160640206466,756.0747433075938,3071.7340075743605,9460.525542488049,4.262235598721222,0.5601596385240555
California,1,0,237890.20153830113,38891.99999999988,20.77741188208606,237890.20153830113,230.3881098393984,587.6748512607087,3881.0849770120344,238120.58964814054,6.116687276002824,273.9854135401547
California,2,0,232625.7699393215,38891.99999999988,20.77741188200308,232625.7699393215,230.3881098394298,1102.6394700653946,7242.992817352915,232856.15804916093,5.981327006564903,49.726066526025534
California,3,0,228484.36246855435,38891.99999999988,28.69513052839457,228484.36246855435,390.59952602229066,1603.7473663375358,10925.667125777341,228874.96199457665,5.8748421903876125,54.356495425105095
California,4,0,224661.90140265573,38891.99999999988,112.85156566283918,224661.90140265573,1442.1250697854643,1912.7087941437176,13507.113754430244,226104.02647244118,5.776558197126823,114.87494183704257
California,5,0,221451.27810718535,38891.99999999988,118.95793124372153,221451.27810718535,1554.7269325948805,2223.8055377084993,15204.389551884953,223006.00503978023,5.6940059165686,111.87374058365822
California,6,0,218497.79689156762,38891.99999999988,118.95793124391021,218497.79689156762,1606.1812649832507,2582.7246833916297,17242.131753158636,220103.97815655087,5.618065331985196,106.25388890132308
California,7,0,216039.78795774814,38891.99999999988,156.57180209429436,216039.78795774814,2057.376413251268,2753.113853836833,18115.82773332091,218097.1643709994,5.554864444043731,103.93987568467855
California,8,0,213652.66592435568,38891.99999999988,156.57180209429436,213652.66592435568,2018.3559976009226,3166.827185547333,20664.04553596442,215671.0219219566,5.49348621630043,111.35133756697178
